eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197002160004,1970,2,16,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,The incident occurred at the Hall of Justice.,"2/16/1970: Four hours after a San Francisco Police Station was bombed in California, United States, a sniper took aim at three police officers.  However, police fired at the sniper before he could get a shot off.  The sniper and a companion fled the scene before being apprehended.",1,1,1,0,,,1,0,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,San Francisco Police Department,San Francisco Police Officers,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To intimidate the police.,0,,,0,1,-99,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Telescope-sighted rifle,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,This attack is linked with 197002160001.  The sniper and his companion were described as hippie types.,"""San Francisco Bomb Injured 7 Policemen,"" Washington Post, February 18, 1970.",,,Hewitt Project,-9,-9,0,-9,"197002160001, 197002160004"
197002170001,1970,2,17,,0,,217,United States,1,North America,California,Oakland,37.791927,-122.225906,1,0,Against a wall,"2/17/1970: A day after bombings in San Francisco and Berkeley, twenty-four sticks of dynamite were discovered at Walter Boysen Paint Company in Oakland, California, United States.  The bombs never detonated.",1,1,1,1,2,Other Crime Type,0,0,0,3,Bombing/Explosion,,,,,1,Business,12,Construction,,Walter Boysen Paint Company,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,24 sticks of dynamite,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"The dynamite was found a day after 197002160001, 197002160002, and 197002160003.  Police reported that the target was apparently random and could not confirm whether this was connected to the previous attacks.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""San Francisco Bomb Injured 7 Policemen,"" Washington Post, February 18, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,
197002170002,1970,2,17,,0,,217,United States,1,North America,Maryland,Buckeystown,39.334825,-77.431653,1,0,Tescarora area,"2/17/1970: Unknown perpetrators bombed a power pole in Buckeystown, Maryland, United States.  There were no casualties, however, as a result of the bombing, five-hundred homes and two industrial facilities lost power.  Windows were also shattered in buildings a quarter of a mile a way.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,Power Pole,Power supply of the Frederick Maryland area,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Over 500 homes and 2 industries temporarily lost power.  Windows were shattered at buildings as far as one quarter of a mile away.,0,,,,,,,0,,,,,,,,,The two industries that lost power were Todd Steel and East Alco Aluminum Plant.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197002170003,1970,2,17,,0,,217,United States,1,North America,Louisiana,Covington,30.493919,-90.132512,1,0,Men's Restroom,"2/17/1970: Unknown perpetrators detonated a bomb at Covington High School in Louisiana, United States.  There were no casualties but the building sustained minor damages.  The bombing took place six months before the school was integrated.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,School planned to be integrated,Covington High School,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,Suspected motive was to protest school integration.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,"4-foot hole blown into a wall, stall partitions damaged, and windows shattered.",0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197002170004,1970,2,17,"February 16-17, 1970",0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,University of Washington,"2/17/1970: Unknown perpetrators placed a gasoline bomb underneath the Armory at the University of Washington in Seattle, United States.  The bomb did not explode and was later discovered and removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Armory,"Armory, University of Washington",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest the War in Vietnam,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Gasoline bomb,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197002180002,1970,2,18,,0,,217,United States,1,North America,Ohio,Cleveland,41.479561,-81.675461,1,0,,"2/18/1970: Amidst a period racial strife at Cuyahoga Community College in Cleveland, Ohio, United States, unknown perpetrators detonated a bomb that damaged a car of a police officer working as a security guard.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,Cuyahoga Community College security guard,,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Pipe filled with black powder was utilized as a bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Automobile was damaged,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Robert W. Peterson, ""Crime & the American Response,"" Facts on File, 1973.",,Hewitt Project,-9,-9,0,-9,
197002180003,1970,2,18,,0,,217,United States,1,North America,California,Vallejo,38.10083,-122.254954,1,0,Parking lot,"2/18/1970: Booby trapped handgrenades were discovered wired to a car in the parking lot of the Vallejo Police Department in California, United States.  The device was deactivated.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,Mission Vallejo Police Officers,,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,15,Vehicle,,,,,,,,,,,,,Military handgrenade wired to a car,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,This was one of many incidents of violence directed again police departments in Northern California at this time (197002130003 and 197002160001).,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197002200001,1970,2,20,,0,,217,United States,1,North America,Connecticut,Hartford,41.763325,-72.674069,1,0,,"2/20/1970: Unknown perpetrators threw a Molotov cocktail at a Federal Building that housed a United States Courthouse in Hartford, Connecticut, United States.  There were no casualties but the building sustained an estimated $450 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),14,Judge/Attorney/Court,U.S. Courthouse,United States District Court of Connecticut,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,0,,,0,-99,-99,1,10,Unknown,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov Cocktail,0,0,0,0,0,0,1,3,Minor (likely < $1 million),450,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197002200002,1970,2,20,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/20/1970: Unknown perpetrators ignited a firebomb at the Columbia University International Law Library in Manhattan, New York, United States.  There were no casualties but the building sustained slight damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Columbia University,Columbia University International Law Library,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Slight damages,0,,,,,,,0,,,,,,,,,"This attack occurred late at night on February 20.  It was suspected that this attack might have been related to 197002210004, 197002210005, and 197002210003.  However, the Weathermen only claimed credit for 197002210005 in a letter to the New York Times, and did not mention participation in any other attacks on February 21.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Emanuel Perlmutter, ""Justice Murtagh's Home Target of 3 Fire Bombs,"" New York Times, February 22, 1970.",,Hewitt Project,-9,-9,0,-9,
197002200003,1970,2,20,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,University of Washington,"2/20/1970: Unknown perpetrators placed two dynamite bombs at the construction site of the School of Architecture at the University of Washington in Seattle, Washington, United States.  Only one of the two bombs exploded causing little damage.  There were no casualties.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,University of Washington,"Construction site of Architecture School, University of Washington",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Two dynamite bombs,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damage,0,,,,,,,0,,,,,,,,,"There is a source claiming that one of the perpetrators of the attack, Jeff Desmond, was actually working for the Federal Bureau of Investigation (See: Dave Dellinger, ""More Power Than We Know: The People's Movement Toward Democracy"").","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Dave Dellinger, ""More Power Than We Know: The People's Movement Toward Democracy,"" Anchor Press/Doubleday, 1975.",,Hewitt Project,-9,-9,0,-9,
197002210001,1970,2,21,,0,,362,West Germany (FRG),8,Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),,Austrian Airliner en route to Tel Aviv,15,Austria,,,,,,,,,,,,,,,,,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",,,,,,,0,,,0,4,,,,,,,,,,,,6,Explosives,10,Pressure Trigger,,,,,,,,,,,,,Barometric bomb,0,,,0,,,1,3,Minor (likely < $1 million),100000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
197002210002,1970,2,21,,0,,199,Switzerland,8,Western Europe,Zurich,Zurich,47.36865,8.539182,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),,Swiss Air DC-9,199,Switzerland,,,,,,,,,,,,,,,,,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,47,,,0,,,1,2,Major (likely >= $1 million but < $1 billion),3000000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,0,1,
197002210003,1970,2,21,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/21/1970: Unknown perpetrators threw a firebomb at a police car in front of the Charles Street Police Station in Greenwich, New York, United States.  Another bomb was thrown to the pavement  seventy-five feet away.  The attacks caused no damages or casualties.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Charles Street Police Station,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Thrown Gasoline Bomb,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Emanuel Perlmutter, ""Justice Murtagh's Home Target of 3 Fire Bombs,"" New York Times, February 22, 1970.","""Bombs Are Exploded at Home of N.Y. Panther Trial Judge,"" New York Times, February 21, 1970.",,Hewitt Project,-9,-9,0,-9,
197002210004,1970,2,21,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Brooklyn,"2/21/1970: Two Military Recruiting Stations in the vicinity of Brooklyn College were firebombed by unknown perpetrators in New York, United States.  There were no casualties but the recruiting stations sustained minor damages before the fire was extinguished.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,Military Recruiting Stations,Army Recruiting Booth and Navy Recruiting Booth,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Thrown Gasoline Bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The booths were scorched,0,,,,,,,0,,,,,,,,,,"Emanuel Perlmutter, ""Justice Murtagh's Home Target of 3 Fire Bombs,"" New York Times, February 22, 1970.","""Bombs Are Exploded at Home of N.Y. Panther Trial Judge,"" New York Times, February 21, 1970.",,Hewitt Project,-9,-9,0,-9,
197002210005,1970,2,21,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/21/1970: The Weathermen claimed credit for bombing the residence of State Supreme Court Justice John Murtagh New York, United States.  The attack caused no casualties but the house sustained minor damages.  Judge Murtagh was presiding over a trial of thirteen Black Panther members at the time.    Anti-Vietnam war and pro-Black Panther graffiti was left at the scene of the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,68,Named Civilian,,Judge John Murtagh and family,217,United States,,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,Protest Vietnam War and show support for Black Panthers.,0,,,0,4,-99,1,1,Letter,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Gasoline in bottles detonated by firecrackers,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Brick wall was partially scorched and several panes in a window were damaged.,0,,,,,,,0,,,,,,,,,"It was suspected that this attack might have been related to 197002210003, 197002210004, and 197002200002.  However, the Weathermen only claimed credit for this attack in a letter to the New York Times, and did not mention participation in any other attacks on February 21. Written in front of the house was graffiti stating ""Free Panther 21"" and ""Vietcong Have Won."" The bombs were placed on the front doorway, next to a window, and under the Murtagh's car.  Murtagh and his family were placed in the protection of the police as a result of the attack.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Emanuel Perlmutter, ""Justice Murtagh's Home Target of 3 Fire Bombs,"" New York Times, February 22, 1970.","Bernardine Dohrn, ""An End to Violence?"" New York Times, January 19, 1971.",Hewitt Project,0,0,0,0,
197002210006,1970,2,21,,0,,217,United States,1,North America,Colorado,Denver,39.758968,-104.876305,1,0,,"2/21/1970: Unknown perpetrators threw a firebomb into the residence of James C. Perrill in Denver, Colorado, United States.  There were no casualties and it is unknown if the house was damaged.  The attack occurred during heightened racial tensions due to the integration of Denver City Schools and Perrill was  a conservative school board member.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,68,Named Civilian,,James C. Perrill,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,Protest anti-integrationists of the Denver City Schools.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb tossed into home,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebomb caused any damage,0,,,,,,,0,,,,,,,,,This is one of many attacks in Denver resulting from school integration.  Other incidents include 197002060001 and 197002240002.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Anthony Ripley, ""Colorado Weighs Blast Controls,"" New York Times, March 9, 1970.",,Hewitt Project,-9,-9,0,-9,
197002220001,1970,2,22,,0,,217,United States,1,North America,New York,Ithaca,42.455233,-76.475847,1,0,Cornell University,"2/22/1970: Unknown perpetrators threw kerosene flare pots at the Wari House Dormitory which housed the Black Women's Cooperative at Cornell University in Ithaca, New York, United States.  The incendiary tossed at the dormitory failed to ignite, but an incendiary thrown through the window of a car parked in front of the dormitory burst into flames and caused minor damages to the vehicle.  There were no casualties.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,"Black Women's Collective, Cornell University",Dormitory housing Black Women's Collective,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,To intimidate the African American community at Cornell University,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Kerosene flare pots,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Car sustained minor damages and a broken window,0,,,,,,,0,,,,,,,,,"This attack occurred amidst heightened racial tensions at Cornell University.  A year earlier, unknown perpetrator burnt a cross in front of the Wari House dormitory.  Five weeks after the attack the Africana Studies and Research Center on campus was firebombed (197004010002).","""Flare Pot Hurled at Cornell House,"" New York Times, February 23, 1970.","Richard Phalon, ""Fire Destroys the Black Studies Center at Cornell,"" New York Times, April 2, 1970.","Michael T. Kaufman, ""Court Enjoins Violence at Cornell; Curfew Set,"" New York Times, April 10, 1970.",Hewitt Project,-9,-9,0,-9,
